workOrderId,workOrderNo,workOrderStatus,workOrderQuantityPlanned
T20-000958452,T20-000958452,completed,120.0
T20-000958454,T20-000958454,completed,60.0
T20-000958439,T20-000958439,completed,60.0
T20-000958451,T20-000958451,completed,120.0
T20-000958436,T20-000958436,completed,120.0
T20-000958453,T20-000958453,completed,60.0
T20-000958438,T20-000958438,completed,60.0
T20-000958448,T20-000958448,completed,60.0
T20-000958447,T20-000958447,completed,120.0
T20-000958446,T20-000958446,completed,60.0
T20-000958445,T20-000958445,completed,240.0
T20-000958444,T20-000958444,completed,120.0
T20-000958443,T20-000958443,completed,120.0
T20-000958441,T20-000958441,completed,60.0
T10-000629613,T10-000629613,released,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T10-000629613,T10-000629613,completed,60.0
T20-000958440,T20-000958440,completed,60.0
T20-000958477,T20-000958477,completed,60.0
T20-000958476,T20-000958476,completed,60.0
T20-000958455,T20-000958455,completed,60.0
T20-000958442,T20-000958442,completed,120.0
T10-000629610,T10-000629610,released,60.0
T10-000629610,T10-000629610,completed,60.0
T10-000629610,T10-000629610,completed,60.0
T10-000629610,T10-000629610,completed,60.0
T10-000629610,T10-000629610,completed,60.0
T20-000958433,T20-000958433,completed,60.0
T10-000629609,T10-000629609,released,60.0
T10-000629609,T10-000629609,completed,60.0
T10-000629609,T10-000629609,completed,60.0
T10-000629609,T10-000629609,completed,60.0
T10-000629609,T10-000629609,completed,60.0
T20-000958432,T20-000958432,completed,60.0
T10-000629598,T10-000629598,released,120.0
T10-000629598,T10-000629598,completed,120.0
T10-000629598,T10-000629598,completed,120.0
T20-000958420,T20-000958420,completed,120.0
T10-000629597,T10-000629597,released,60.0
T10-000629597,T10-000629597,completed,60.0
T10-000629597,T10-000629597,completed,60.0
T10-000629597,T10-000629597,completed,60.0
T10-000629597,T10-000629597,completed,60.0
T10-000629597,T10-000629597,completed,60.0
T20-000958419,T20-000958419,completed,60.0
T10-000629616,T10-000629616,completed,60.0
T10-000629616,T10-000629616,completed,60.0
T10-000629616,T10-000629616,completed,60.0
T10-000629616,T10-000629616,completed,60.0
T10-000629616,T10-000629616,completed,60.0
T10-000629616,T10-000629616,completed,60.0
T20-000958449,T20-000958449,completed,60.0
T20-000958430,T20-000958430,completed,60.0
T20-000958458,T20-000958458,completed,60.0
T20-000958467,T20-000958467,completed,60.0
T20-000958466,T20-000958466,completed,60.0
T20-000958459,T20-000958459,completed,60.0
T10-000629608,T10-000629608,released,120.0
T10-000629608,T10-000629608,completed,120.0
T10-000629608,T10-000629608,completed,120.0
T10-000629608,T10-000629608,completed,120.0
T10-000629608,T10-000629608,completed,120.0
T10-000629608,T10-000629608,completed,120.0
T20-000958431,T20-000958431,completed,120.0
T20-000958461,T20-000958461,completed,60.0
T10-000629601,T10-000629601,released,60.0
T10-000629601,T10-000629601,completed,60.0
T10-000629601,T10-000629601,completed,60.0
T10-000629601,T10-000629601,completed,60.0
T10-000629601,T10-000629601,completed,60.0
T20-000958423,T20-000958423,completed,60.0
T10-000629600,T10-000629600,released,60.0
T10-000629600,T10-000629600,completed,60.0
T10-000629600,T10-000629600,completed,60.0
T10-000629600,T10-000629600,completed,60.0
T10-000629600,T10-000629600,completed,60.0
T20-000958422,T20-000958422,completed,60.0
T20-000958460,T20-000958460,completed,60.0
T20-000958480,T20-000958480,completed,120.0
T10-000629612,T10-000629612,released,120.0
T10-000629612,T10-000629612,completed,120.0
T10-000629612,T10-000629612,completed,120.0
T10-000629612,T10-000629612,completed,120.0
T20-000958437,T20-000958437,completed,120.0
T20-000958469,T20-000958469,completed,60.0
T20-000958470,T20-000958470,completed,120.0
T20-000958468,T20-000958468,completed,60.0
T20-000958471,T20-000958471,completed,60.0
T20-000958435,T20-000958435,completed,60.0
T20-000958429,T20-000958429,completed,120.0
T20-000958428,T20-000958428,completed,60.0
T20-000958427,T20-000958427,completed,120.0
T20-000958426,T20-000958426,completed,60.0
T20-000958425,T20-000958425,completed,120.0
T20-000958424,T20-000958424,completed,120.0
T20-000958421,T20-000958421,completed,120.0
T20-000958417,T20-000958417,completed,60.0
T20-000958416,T20-000958416,completed,60.0
T20-000958519,T20-000958519,completed,60.0
T20-000958418,T20-000958418,completed,60.0
T20-000958520,T20-000958520,completed,60.0
T20-000958479,T20-000958479,completed,60.0
T20-000958478,T20-000958478,completed,60.0
T20-000958475,T20-000958475,completed,60.0
T20-000958497,T20-000958497,completed,60.0
T20-000958496,T20-000958496,completed,60.0
T20-000958495,T20-000958495,completed,60.0
T20-000958474,T20-000958474,completed,120.0
T20-000958473,T20-000958473,completed,120.0
T20-000958472,T20-000958472,completed,120.0
T20-000958499,T20-000958499,completed,60.0
T20-000958498,T20-000958498,completed,60.0
T20-000958464,T20-000958464,completed,60.0
T20-000958462,T20-000958462,completed,120.0
T20-000958463,T20-000958463,completed,120.0
T20-000958465,T20-000958465,completed,60.0
T20-000958450,T20-000958450,completed,120.0
T20-000958434,T20-000958434,completed,120.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629614,T10-000629614,completed,60.0
T10-000629611,T10-000629611,released,60.0
T10-000629611,T10-000629611,completed,60.0
T10-000629607,T10-000629607,released,120.0
T10-000629607,T10-000629607,completed,120.0
T10-000629606,T10-000629606,released,60.0
T10-000629606,T10-000629606,completed,60.0
T10-000629606,T10-000629606,completed,60.0
T10-000629606,T10-000629606,completed,60.0
T10-000629606,T10-000629606,completed,60.0
T10-000629606,T10-000629606,completed,60.0
T10-000629605,T10-000629605,released,120.0
T10-000629605,T10-000629605,completed,120.0
T10-000629605,T10-000629605,completed,120.0
T10-000629605,T10-000629605,completed,120.0
T10-000629604,T10-000629604,released,60.0
T10-000629604,T10-000629604,completed,60.0
T10-000629603,T10-000629603,released,120.0
T10-000629603,T10-000629603,completed,120.0
T10-000629603,T10-000629603,completed,120.0
T10-000629603,T10-000629603,completed,120.0
T10-000629602,T10-000629602,released,120.0
T10-000629602,T10-000629602,completed,120.0
T10-000629599,T10-000629599,released,120.0
T10-000629599,T10-000629599,completed,120.0
T10-000629599,T10-000629599,completed,120.0
T10-000629595,T10-000629595,released,120.0
T10-000629595,T10-000629595,completed,120.0
T10-000629595,T10-000629595,completed,120.0
T10-000629595,T10-000629595,completed,120.0
T10-000629594,T10-000629594,released,60.0
T10-000629594,T10-000629594,completed,60.0
T10-000629594,T10-000629594,completed,60.0
T10-000629594,T10-000629594,completed,60.0
T10-000629594,T10-000629594,completed,60.0
T10-000629594,T10-000629594,completed,60.0
T10-000629594,T10-000629594,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629615,T10-000629615,completed,60.0
T10-000629596,T10-000629596,released,60.0
T10-000629596,T10-000629596,completed,60.0
T10-000629596,T10-000629596,completed,60.0
T10-000629596,T10-000629596,completed,60.0
T10-000629596,T10-000629596,completed,60.0
T20-000958515,T20-000958515,completed,60.0
T20-000958514,T20-000958514,completed,60.0
T20-000958513,T20-000958513,completed,60.0
T20-000958512,T20-000958512,completed,60.0
T20-000958511,T20-000958511,completed,60.0
T20-000958488,T20-000958488,completed,60.0
T20-000958494,T20-000958494,completed,60.0
T20-000958493,T20-000958493,completed,60.0
T20-000958492,T20-000958492,completed,60.0
T20-000958483,T20-000958483,completed,60.0
T20-000958489,T20-000958489,completed,120.0
T20-000958482,T20-000958482,completed,60.0
T20-000958484,T20-000958484,completed,60.0
T20-000958516,T20-000958516,completed,120.0
T20-000958501,T20-000958501,completed,60.0
T20-000958502,T20-000958502,completed,120.0
T20-000958500,T20-000958500,completed,60.0
T20-000958518,T20-000958518,completed,60.0
T20-000958517,T20-000958517,completed,60.0
T20-000958486,T20-000958486,completed,60.0
T20-000958487,T20-000958487,completed,60.0
T10-000629627,T10-000629627,completed,60.0
T10-000629629,T10-000629629,released,60.0
T20-000958510,T20-000958510,completed,120.0
T20-000958509,T20-000958509,completed,120.0
T20-000958508,T20-000958508,completed,120.0
T10-000629622,T10-000629622,completed,60.0
T10-000629621,T10-000629621,completed,60.0
T20-000958490,T20-000958490,completed,60.0
T20-000958485,T20-000958485,completed,120.0
T10-000629620,T10-000629620,completed,60.0
T23-000029255,T23-000029255,completed,60.0
T10-000629619,T10-000629619,completed,60.0
T10-000629618,T10-000629618,completed,60.0
T10-000629617,T10-000629617,completed,60.0
T10-000629628,T10-000629628,completed,60.0
T10-000629625,T10-000629625,completed,60.0
T10-000629624,T10-000629624,completed,60.0
T10-000629623,T10-000629623,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T20-000958506,T20-000958506,completed,60.0
T20-000958507,T20-000958507,completed,60.0
T20-000958505,T20-000958505,completed,60.0
T20-000958504,T20-000958504,completed,60.0
T20-000958503,T20-000958503,completed,60.0
T20-000958491,T20-000958491,completed,60.0
T20-000958481,T20-000958481,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T10-000629630,T10-000629630,completed,60.0
T10-000629626,T10-000629626,completed,60.0
T10-000633495,T10-000633495,completed,1.0
T10-000633496,T10-000633496,completed,2.0
T10-000633494,T10-000633494,completed,1.0
T10-000633493,T10-000633493,completed,1.0
T10-000633492,T10-000633492,completed,1.0
T10-000633490,T10-000633490,completed,1.0
T10-000633491,T10-000633491,completed,3.0
T10-000633491,T10-000633491,completed,3.0
T10-000633501,T10-000633501,completed,1.0
T10-000633501,T10-000633501,completed,1.0
T10-000633501,T10-000633501,completed,1.0
T10-000633502,T10-000633502,completed,1.0
T10-000633502,T10-000633502,completed,1.0
T10-000633502,T10-000633502,completed,1.0
T10-000633498,T10-000633498,released,1.0
T20-000965870,T20-000965870,released,1.0
T10-000633500,T10-000633500,released,14.0
T20-000965872,T20-000965872,released,14.0
T10-000633489,T10-000633489,in_progress,100.0
T10-000633489,T10-000633489,in_progress,100.0
T10-000633488,T10-000633488,completed,100.0
T10-000633488,T10-000633488,completed,100.0
T10-000633487,T10-000633487,completed,100.0
T10-000633487,T10-000633487,completed,100.0
T10-000633487,T10-000633487,completed,100.0
T10-000633497,T10-000633497,completed,2.0
T20-000965873,T20-000965873,released,2.0
T10-000633499,T10-000633499,released,2.0
T20-000965871,T20-000965871,released,2.0
T10-000633507,T10-000633507,released,2.0
T20-000965881,T20-000965881,released,4.0
T20-000965879,T20-000965879,completed,4.0
T20-000965880,T20-000965880,released,2.0
T20-000965878,T20-000965878,released,2.0
T10-000633506,T10-000633506,released,4.0
T10-000633506,T10-000633506,completed,4.0
T10-000633506,T10-000633506,completed,4.0
T10-000633506,T10-000633506,completed,4.0
T20-000965877,T20-000965877,completed,4.0
T10-000633505,T10-000633505,released,4.0
T10-000633505,T10-000633505,completed,4.0
T10-000633505,T10-000633505,completed,4.0
T10-000633505,T10-000633505,completed,4.0
T10-000633505,T10-000633505,completed,4.0
T20-000965876,T20-000965876,completed,4.0
T10-000633504,T10-000633504,released,2.0
T10-000633504,T10-000633504,completed,2.0
T10-000633504,T10-000633504,completed,2.0
T10-000633504,T10-000633504,completed,2.0
T10-000633504,T10-000633504,completed,2.0
T10-000633504,T10-000633504,completed,2.0
T10-000633504,T10-000633504,completed,2.0
T20-000965875,T20-000965875,completed,2.0
T10-000633503,T10-000633503,released,2.0
T10-000633503,T10-000633503,completed,2.0
T10-000633503,T10-000633503,completed,2.0
T10-000633503,T10-000633503,completed,2.0
T10-000633503,T10-000633503,completed,2.0
T10-000633503,T10-000633503,completed,2.0
T10-000633503,T10-000633503,completed,2.0
T10-000633503,T10-000633503,completed,2.0
T20-000965874,T20-000965874,completed,2.0
T20-000821077,T20-000821077,in_progress,500.0
T20-000937779,T20-000937779,in_progress,300.0
T20-000937780,T20-000937780,in_progress,300.0
T20-000937785,T20-000937785,in_progress,300.0
T20-000937786,T20-000937786,released,300.0
T20-000948982,T20-000948982,completed,300.0
T20-000948983,T20-000948983,completed,600.0
T20-000948981,T20-000948981,completed,600.0
T20-000948980,T20-000948980,in_progress,300.0
T20-000948984,T20-000948984,completed,300.0
T20-000948988,T20-000948988,completed,600.0
T20-000948987,T20-000948987,completed,300.0
T20-000948985,T20-000948985,released,300.0
T20-000948989,T20-000948989,completed,300.0
T20-000948993,T20-000948993,completed,300.0
T20-000948991,T20-000948991,completed,600.0
T20-000948992,T20-000948992,completed,300.0
T20-000948990,T20-000948990,released,300.0
T20-000948994,T20-000948994,completed,300.0
T20-000949851,T20-000949851,completed,1000.0
T20-000949852,T20-000949852,completed,1000.0
T20-000949850,T20-000949850,in_progress,1000.0
T20-000949854,T20-000949854,completed,1000.0
T20-000949855,T20-000949855,completed,1000.0
T20-000949853,T20-000949853,released,1000.0
T20-000954111,T20-000954111,in_progress,120.0
T20-000954110,T20-000954110,in_progress,120.0
T20-000957430,T20-000957430,in_progress,600.0
T20-000958627,T20-000958627,in_progress,800.0
T20-000958628,T20-000958628,in_progress,800.0
T20-000958629,T20-000958629,in_progress,800.0
T20-000958630,T20-000958630,in_progress,800.0
T20-000958632,T20-000958632,released,1000.0
T20-000958631,T20-000958631,released,1000.0
T20-000958634,T20-000958634,released,1000.0
T20-000958633,T20-000958633,released,1000.0
T20-000961094,T20-000961094,released,100.0
T20-000961095,T20-000961095,completed,100.0
T20-000964171,T20-000964171,released,300.0
T23-000028626,T23-000028626,in_progress,100.0
T20-000960448,T20-000960448,completed,20.0
T10-000630595,T10-000630595,completed,20.0
T10-000630595,T10-000630595,completed,20.0
T10-000630595,T10-000630595,completed,20.0
T10-000630595,T10-000630595,completed,20.0
T10-000630595,T10-000630595,completed,20.0
T10-000630613,T10-000630613,completed,20.0
T10-000630609,T10-000630609,completed,6.0
T20-000960447,T20-000960447,completed,1.0
T10-000630605,T10-000630605,completed,1.0
T10-000630600,T10-000630600,completed,2.0
T20-000960444,T20-000960444,completed,1.0
T10-000630603,T10-000630603,completed,1.0
T20-000960440,T20-000960440,completed,1.0
T20-000960441,T20-000960441,completed,1.0
T20-000960442,T20-000960442,completed,1.0
T10-000630601,T10-000630601,completed,1.0
T10-000630614,T10-000630614,completed,1.0
T10-000630604,T10-000630604,completed,1.0
T20-000960446,T20-000960446,completed,1.0
T10-000630607,T10-000630607,completed,5.0
T20-000960445,T20-000960445,completed,2.0
T10-000630606,T10-000630606,completed,2.0
T10-000630608,T10-000630608,completed,5.0
T10-000630599,T10-000630599,completed,2.0
T10-000630612,T10-000630612,released,10.0
T23-000029327,T23-000029327,completed,2.0
T23-000029329,T23-000029329,completed,2.0
T10-000630796,T10-000630796,completed,4.0
T10-000630796,T10-000630796,released,4.0
T10-000630796,T10-000630796,completed,4.0
T10-000630796,T10-000630796,completed,4.0
T20-000960769,T20-000960769,completed,4.0
T20-000960776,T20-000960776,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630801,T10-000630801,completed,2.0
T10-000630795,T10-000630795,released,2.0
T10-000630795,T10-000630795,completed,2.0
T10-000630795,T10-000630795,completed,2.0
T20-000960768,T20-000960768,completed,2.0
T10-000630797,T10-000630797,released,4.0
T10-000630797,T10-000630797,completed,4.0
T20-000960770,T20-000960770,completed,4.0
T10-000630798,T10-000630798,released,4.0
T10-000630798,T10-000630798,completed,4.0
T10-000630798,T10-000630798,completed,4.0
T10-000630798,T10-000630798,completed,4.0
T10-000630798,T10-000630798,completed,4.0
T10-000630798,T10-000630798,completed,4.0
T10-000630798,T10-000630798,completed,4.0
T20-000960771,T20-000960771,completed,4.0
T20-000960773,T20-000960773,completed,10.0
T10-000630800,T10-000630800,completed,10.0
T10-000630800,T10-000630800,completed,10.0
T10-000630800,T10-000630800,completed,10.0
T10-000630800,T10-000630800,completed,10.0
T10-000630800,T10-000630800,completed,10.0
T20-000960774,T20-000960774,completed,5.0
T10-000630799,T10-000630799,completed,5.0
T10-000630799,T10-000630799,completed,5.0
T10-000630799,T10-000630799,completed,5.0
T10-000630799,T10-000630799,completed,5.0
T10-000630799,T10-000630799,completed,5.0
T20-000960775,T20-000960775,completed,2.0
T20-000960772,T20-000960772,completed,2.0
T23-000029328,T23-000029328,completed,2.0
T23-000029330,T23-000029330,completed,2.0
T23-000029263,T23-000029263,completed,192.0
T23-000029264,T23-000029264,completed,48.0
T23-000029306,T23-000029306,completed,240.0
T23-000029307,T23-000029307,completed,48.0
T20-000961023,T20-000961023,completed,72.0
T20-000961024,T20-000961024,completed,72.0
T20-000961025,T20-000961025,completed,144.0
T20-000961014,T20-000961014,completed,15.0
T20-000961026,T20-000961026,completed,144.0
T20-000961015,T20-000961015,completed,15.0
T10-000630906,T10-000630906,released,144.0
T10-000630906,T10-000630906,completed,144.0
T10-000630906,T10-000630906,completed,144.0
T10-000630906,T10-000630906,completed,144.0
T20-000961011,T20-000961011,completed,72.0
T20-000961016,T20-000961016,completed,72.0
T20-000961029,T20-000961029,completed,72.0
T20-000961018,T20-000961018,completed,72.0
T20-000961019,T20-000961019,completed,72.0
T20-000961028,T20-000961028,completed,72.0
T20-000961022,T20-000961022,completed,144.0
T20-000961027,T20-000961027,completed,144.0
T20-000961017,T20-000961017,completed,144.0
T20-000961036,T20-000961036,completed,72.0
T20-000961037,T20-000961037,completed,72.0
T20-000961033,T20-000961033,completed,144.0
T20-000961034,T20-000961034,completed,72.0
T20-000961038,T20-000961038,completed,72.0
T10-000630909,T10-000630909,released,72.0
T10-000630909,T10-000630909,completed,72.0
T10-000630909,T10-000630909,completed,72.0
T20-000961041,T20-000961041,completed,72.0
T20-000961042,T20-000961042,completed,72.0
T10-000630910,T10-000630910,released,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630910,T10-000630910,completed,72.0
T10-000630911,T10-000630911,released,72.0
T10-000630911,T10-000630911,completed,72.0
T20-000961043,T20-000961043,completed,72.0
T20-000961035,T20-000961035,completed,72.0
T20-000961020,T20-000961020,completed,144.0
T20-000961021,T20-000961021,completed,144.0
T10-000630894,T10-000630894,released,72.0
T10-000630894,T10-000630894,completed,72.0
T10-000630894,T10-000630894,completed,72.0
T20-000960999,T20-000960999,completed,72.0
T10-000630895,T10-000630895,released,72.0
T10-000630895,T10-000630895,completed,72.0
T20-000961000,T20-000961000,completed,72.0
T10-000630896,T10-000630896,released,144.0
T10-000630896,T10-000630896,completed,144.0
T20-000961001,T20-000961001,completed,144.0
T10-000630897,T10-000630897,released,72.0
T10-000630897,T10-000630897,completed,72.0
T10-000630897,T10-000630897,completed,72.0
T20-000961002,T20-000961002,completed,72.0
T10-000630898,T10-000630898,released,72.0
T10-000630898,T10-000630898,completed,72.0
T20-000961003,T20-000961003,completed,72.0
T10-000630899,T10-000630899,released,288.0
T10-000630899,T10-000630899,completed,288.0
T20-000961004,T20-000961004,completed,288.0
T10-000630900,T10-000630900,released,144.0
T10-000630900,T10-000630900,completed,144.0
T10-000630900,T10-000630900,completed,144.0
T10-000630900,T10-000630900,completed,144.0
T10-000630900,T10-000630900,completed,144.0
T10-000630900,T10-000630900,completed,144.0
T10-000630900,T10-000630900,completed,144.0
T20-000961005,T20-000961005,completed,144.0
T10-000630901,T10-000630901,released,72.0
T10-000630901,T10-000630901,completed,72.0
T20-000961006,T20-000961006,completed,72.0
T10-000630902,T10-000630902,released,72.0
T10-000630902,T10-000630902,completed,72.0
T10-000630902,T10-000630902,completed,72.0
T10-000630902,T10-000630902,completed,72.0
T20-000961007,T20-000961007,completed,72.0
T10-000630903,T10-000630903,released,144.0
T10-000630903,T10-000630903,completed,144.0
T10-000630903,T10-000630903,completed,144.0
T20-000961008,T20-000961008,completed,144.0
T10-000630904,T10-000630904,released,144.0
T10-000630904,T10-000630904,completed,144.0
T20-000961009,T20-000961009,completed,144.0
T10-000630905,T10-000630905,released,288.0
T10-000630905,T10-000630905,completed,288.0
T20-000961010,T20-000961010,completed,288.0
T10-000630907,T10-000630907,released,144.0
T10-000630907,T10-000630907,completed,144.0
T10-000630907,T10-000630907,completed,144.0
T20-000961012,T20-000961012,completed,144.0
T10-000630908,T10-000630908,released,72.0
T10-000630908,T10-000630908,completed,72.0
T10-000630908,T10-000630908,completed,72.0
T10-000630908,T10-000630908,completed,72.0
T10-000630908,T10-000630908,completed,72.0
T10-000630908,T10-000630908,completed,72.0
T20-000961013,T20-000961013,completed,72.0
T20-000961039,T20-000961039,completed,144.0
T10-000630913,T10-000630913,completed,72.0
T10-000630913,T10-000630913,completed,72.0
T10-000630913,T10-000630913,completed,72.0
T10-000630913,T10-000630913,completed,72.0
T10-000630913,T10-000630913,completed,72.0
T10-000630912,T10-000630912,completed,72.0
T10-000630912,T10-000630912,completed,72.0
T10-000630912,T10-000630912,completed,72.0
T10-000630912,T10-000630912,completed,72.0
T10-000630912,T10-000630912,completed,72.0
T20-000961030,T20-000961030,completed,72.0
T20-000961031,T20-000961031,completed,72.0
T20-000961032,T20-000961032,completed,72.0
T10-000630916,T10-000630916,completed,144.0
T20-000961050,T20-000961050,completed,144.0
T20-000961049,T20-000961049,completed,72.0
T20-000961052,T20-000961052,completed,72.0
T10-000630914,T10-000630914,completed,72.0
T10-000630914,T10-000630914,completed,72.0
T10-000630914,T10-000630914,completed,72.0
T20-000961055,T20-000961055,completed,72.0
T20-000961064,T20-000961064,completed,16.0
T20-000961062,T20-000961062,completed,16.0
T20-000961063,T20-000961063,completed,16.0
T20-000961065,T20-000961065,completed,16.0
T20-000961066,T20-000961066,completed,16.0
T20-000961090,T20-000961090,in_progress,72.0
T20-000961091,T20-000961091,completed,72.0
T10-000630915,T10-000630915,completed,72.0
T10-000630915,T10-000630915,completed,72.0
T10-000630915,T10-000630915,completed,72.0
T10-000630915,T10-000630915,completed,72.0
T10-000630915,T10-000630915,completed,72.0
T20-000961092,T20-000961092,completed,72.0
T20-000961093,T20-000961093,completed,72.0
T20-000961067,T20-000961067,completed,16.0
T20-000961040,T20-000961040,completed,100.0
T20-000961086,T20-000961086,completed,144.0
T20-000961044,T20-000961044,completed,72.0
T20-000961045,T20-000961045,completed,72.0
T20-000961046,T20-000961046,completed,72.0
T20-000961047,T20-000961047,completed,72.0
T20-000961048,T20-000961048,completed,72.0
T20-000961053,T20-000961053,completed,72.0
T20-000961054,T20-000961054,completed,72.0
T10-000630917,T10-000630917,completed,72.0
T20-000961088,T20-000961088,completed,144.0
T23-000029337,T23-000029337,completed,72.0
T10-000630919,T10-000630919,completed,16.0
T10-000630920,T10-000630920,completed,16.0
T10-000630929,T10-000630929,completed,72.0
T10-000630935,T10-000630935,completed,16.0
T20-000961051,T20-000961051,released,72.0
T20-000961087,T20-000961087,released,100.0
T10-000630927,T10-000630927,completed,72.0
T10-000630928,T10-000630928,completed,72.0
T10-000630931,T10-000630931,completed,72.0
T10-000630942,T10-000630942,in_progress,16.0
T20-000961089,T20-000961089,completed,144.0
T10-000630942,T10-000630942,completed,16.0
T10-000630942,T10-000630942,released,16.0
T10-000630942,T10-000630942,released,16.0
T10-000630942,T10-000630942,in_progress,16.0
T10-000630942,T10-000630942,completed,16.0
T10-000630942,T10-000630942,released,16.0
T10-000630932,T10-000630932,completed,72.0
T20-000961081,T20-000961081,completed,14.0
T20-000961083,T20-000961083,completed,14.0
T20-000961080,T20-000961080,completed,14.0
T20-000961082,T20-000961082,completed,14.0
T20-000961084,T20-000961084,completed,14.0
T20-000961085,T20-000961085,completed,14.0
T10-000630925,T10-000630925,completed,14.0
T10-000630926,T10-000630926,completed,14.0
T10-000630936,T10-000630936,completed,14.0
T10-000630941,T10-000630941,in_progress,14.0
T10-000630941,T10-000630941,completed,14.0
T10-000630941,T10-000630941,released,14.0
T10-000630941,T10-000630941,released,14.0
T10-000630941,T10-000630941,in_progress,14.0
T10-000630941,T10-000630941,released,14.0
T10-000630941,T10-000630941,released,14.0
T20-000961076,T20-000961076,completed,18.0
T20-000961074,T20-000961074,completed,18.0
T20-000961075,T20-000961075,completed,18.0
T20-000961077,T20-000961077,completed,18.0
T20-000961078,T20-000961078,completed,18.0
T20-000961079,T20-000961079,completed,18.0
T10-000630923,T10-000630923,completed,18.0
T10-000630924,T10-000630924,completed,18.0
T10-000630933,T10-000630933,completed,18.0
T10-000630940,T10-000630940,in_progress,18.0
T10-000630940,T10-000630940,completed,18.0
T10-000630940,T10-000630940,released,18.0
T10-000630940,T10-000630940,released,18.0
T10-000630940,T10-000630940,in_progress,18.0
T10-000630940,T10-000630940,in_progress,18.0
T10-000630940,T10-000630940,released,18.0
T20-000961060,T20-000961060,completed,14.0
T20-000961058,T20-000961058,completed,14.0
T20-000961059,T20-000961059,completed,14.0
T20-000961056,T20-000961056,completed,14.0
T20-000961057,T20-000961057,completed,14.0
T20-000961061,T20-000961061,completed,14.0
T10-000630918,T10-000630918,completed,14.0
T10-000630930,T10-000630930,completed,14.0
T10-000630934,T10-000630934,completed,14.0
T10-000630938,T10-000630938,in_progress,14.0
T10-000630938,T10-000630938,completed,14.0
T10-000630938,T10-000630938,released,14.0
T10-000630938,T10-000630938,released,14.0
T10-000630938,T10-000630938,in_progress,14.0
T10-000630938,T10-000630938,released,14.0
T10-000630938,T10-000630938,released,14.0
T20-000961071,T20-000961071,completed,10.0
T20-000961072,T20-000961072,completed,10.0
T20-000961070,T20-000961070,completed,10.0
T20-000961068,T20-000961068,completed,10.0
T20-000961069,T20-000961069,completed,10.0
T20-000961073,T20-000961073,completed,10.0
T10-000630921,T10-000630921,completed,10.0
T10-000630922,T10-000630922,completed,10.0
T10-000630937,T10-000630937,completed,10.0
T10-000630939,T10-000630939,in_progress,10.0
T10-000630939,T10-000630939,completed,10.0
T10-000630939,T10-000630939,released,10.0
T10-000630939,T10-000630939,released,10.0
T10-000630939,T10-000630939,in_progress,10.0
T10-000630939,T10-000630939,released,10.0
T10-000630939,T10-000630939,released,10.0
T20-000964299,T20-000964299,released,20.0
T20-000964300,T20-000964300,completed,20.0
T20-000966824,T20-000966824,released,2.0
T10-000634008,T10-000634008,completed,2.0
T10-000634008,T10-000634008,completed,2.0
